constraint_type,constraint_label,wealth_multiplier,run_id,mean_reversion_beta,mean_reversion_alpha,mean_reversion_r2,price_variance,log_deviation_variance,return_volatility,final_price,max_drawdown
buyer_cash_only,Buyer cash only,1.0,20,-0.0009091359243858906,-0.00336195293012586,0.013499261933109574,462.70909686655096,0.1592385239492649,0.0031179235723560587,25.895753365541403,-0.7436146532727653
buyer_cash_only,Buyer cash only,1.0,21,-0.0009004350991912492,-0.0034261323026918166,0.013360123912074306,501.98006197528866,0.17414156250082163,0.0032465634900950423,25.190484561502917,-0.7490652633323842
buyer_cash_only,Buyer cash only,1.0,22,-0.0016703665386449957,-0.003793025173582635,0.04233013086457904,460.7023410513528,0.157151036140894,0.0032156733408946663,27.815519520149298,-0.72190045363582
buyer_cash_only,Buyer cash only,1.0,23,-0.0021168370381144616,-0.004038593175114791,0.05694845196306131,382.9361248418833,0.128984193723335,0.0031823368722404015,28.72767623124013,-0.713803573845796
buyer_cash_only,Buyer cash only,1.0,24,-0.0014619495412245315,-0.003761221778200475,0.03051145861831983,466.21436261749426,0.1633620888637899,0.003379228581981738,26.413805713878237,-0.7362018702637534
buyer_cash_only,Buyer cash only,1.0,25,-0.0012050863337811659,-0.0035307772489585033,0.021515523199711617,481.86626383313603,0.16002265221259576,0.003282558103640054,26.58930763885563,-0.7359109052043002
buyer_cash_only,Buyer cash only,1.0,26,-0.0011156084576065808,-0.0034708590039608375,0.021891501287801707,517.9105241981609,0.17461259067233834,0.00314753848855489,26.541462517755743,-0.7382794000906086
buyer_cash_only,Buyer cash only,1.0,27,-0.0013135879918493535,-0.003797986306730883,0.029539782615036425,478.4392530674272,0.1686171599382405,0.0031343756345721748,24.859326806979926,-0.7522606703635718
buyer_cash_only,Buyer cash only,1.0,28,-0.002173661230443133,-0.004038401272618529,0.056223867003496575,368.41571223147764,0.11959050089221347,0.0031662362792120955,29.028333775390998,-0.70971666224609
buyer_cash_only,Buyer cash only,1.0,29,-0.0010344945190216071,-0.003498193210474488,0.01930140848922035,484.8567389605074,0.17000541842584882,0.003066292932676013,25.548420864226067,-0.7453097367030801
buyer_cash_only,Buyer cash only,1.0,30,-0.0015202555167022562,-0.0037333394352809424,0.029966223643739465,419.6659839222239,0.1405174256625441,0.0032875378959997207,26.9888369716376,-0.7314354989285273
buyer_cash_only,Buyer cash only,1.0,31,-0.0012518370640436662,-0.0034279966866804005,0.02157973285052084,483.4898291229625,0.15249425967700897,0.0033241372555889923,28.042538561350398,-0.7264385572446985
buyer_cash_only,Buyer cash only,1.0,32,-0.0010958590724188001,-0.0033554403242332526,0.018135956773109196,504.6475522907099,0.16268132413734088,0.0032786379059559956,27.561461760813447,-0.7281805536417874
buyer_cash_only,Buyer cash only,1.0,33,-0.001165305969861434,-0.0034498167129940593,0.022898884793825736,498.0831310932638,0.16132379401966151,0.0030895777111064012,27.122400593986022,-0.7321189872222857
buyer_cash_only,Buyer cash only,1.0,34,-0.0019450425996133448,-0.004101158379740114,0.05193398589656517,451.4572680220325,0.15355191097559526,0.0033414156895842256,27.049747990909474,-0.7312299506541542
buyer_cash_only,Buyer cash only,1.0,35,-0.0010332501857354768,-0.003230349427012946,0.01693119155874978,515.2863138902857,0.15863903381069874,0.003159509989216693,28.4136719401905,-0.7214611835831748
buyer_cash_only,Buyer cash only,1.0,36,-0.0013944156390586994,-0.0035635577829582674,0.026098237816253533,466.4462027840008,0.153642872816521,0.0033797980258639566,27.805854322778256,-0.7219414567722174
buyer_cash_only,Buyer cash only,1.0,37,-0.0007477472808552295,-0.0031216344622354334,0.008507179916597774,458.03487471750714,0.1490351815558743,0.003124996265972338,27.18271475824959,-0.7293286772329642
